Postcode,Type,Subtype,Price,Bedrooms,Area,Kitchen,Fireplace,Frontages,Garden,Garden_surface,Terrace,Terrace_Surface,Furnished,Type_of_sale,State_of_building,Swimmingpool,ID IMMOWEB,Cadastral_income,Plot_surface
6720,HOUSE,EXCEPTIONAL_PROPERTY,495000.0,3.0,143.0,1,1,4.0,1,5102.0,1,,0,BUY_REGULAR,AS_NEW,0,20368090,758.0,5233.0
3680,HOUSE,HOUSE,749000.0,4.0,405.0,1,0,2.0,0,,1,81.0,0,BUY_REGULAR,AS_NEW,0,20279876,2311.0,270.0
1300,APARTMENT,APARTMENT,155000.0,1.0,63.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370356,,
3511,APARTMENT,APARTMENT,280000.0,2.0,89.0,0,0,,0,,1,49.0,0,BUY_REGULAR,GOOD,0,20369121,1100.0,
3740,APARTMENT,APARTMENT,467500.0,3.0,170.0,1,0,,0,,1,5.0,0,BUY_REGULAR,GOOD,0,20365223,951.0,
6800,HOUSE,FARMHOUSE,189000.0,3.0,140.0,0,0,4.0,1,2000.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,20368042,416.0,2719.0
1410,HOUSE,HOUSE,595000.0,5.0,280.0,1,0,4.0,1,750.0,1,27.0,0,BUY_REGULAR,TO_RENOVATE,0,20368310,,750.0
6200,HOUSE,HOUSE,269000.0,4.0,175.0,1,0,3.0,1,134.0,1,20.0,0,BUY_REGULAR,JUST_RENOVATED,0,20364945,446.0,211.0
3530,APARTMENT,APARTMENT,295000.0,3.0,140.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20368266,,
6700,APARTMENT,APARTMENT,269000.0,2.0,88.0,1,0,2.0,0,,1,5.0,0,BUY_REGULAR,GOOD,0,20361330,,
6800,HOUSE,HOUSE,329000.0,4.0,140.0,1,0,4.0,1,700.0,1,30.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20365218,1003.0,981.0
6000,HOUSE,HOUSE,120000.0,2.0,85.0,1,0,2.0,1,73.0,1,10.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371905,356.0,173.0
5377,HOUSE,HOUSE,380000.0,3.0,248.0,1,0,4.0,1,836.0,0,,0,BUY_REGULAR,GOOD,0,20365513,,836.0
9300,HOUSE,HOUSE,349000.0,3.0,186.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371921,1085.0,213.0
9308,HOUSE,HOUSE,325000.0,3.0,149.0,1,0,2.0,0,,1,,0,BUY_REGULAR,,0,20371922,339.0,113.0
1300,HOUSE,HOUSE,460000.0,4.0,173.0,1,1,4.0,1,173.0,1,30.0,0,BUY_REGULAR,GOOD,0,20265114,,662.0
7750,HOUSE,HOUSE,525000.0,4.0,201.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20368744,779.0,1250.0
6800,HOUSE,HOUSE,279000.0,3.0,150.0,1,0,4.0,1,500.0,1,40.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362762,587.0,610.0
1341,HOUSE,HOUSE,300000.0,3.0,170.0,0,0,4.0,1,1000.0,1,30.0,0,BUY_REGULAR,TO_RENOVATE,0,20367143,,1300.0
4141,HOUSE,CHALET,62000.0,1.0,32.0,0,0,4.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20371914,220.0,201.0
4520,HOUSE,HOUSE,350000.0,4.0,200.0,1,0,3.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371913,,731.0
7000,APARTMENT,FLAT_STUDIO,100000.0,,25.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20371910,,
6000,APARTMENT,APARTMENT,69000.0,2.0,69.0,1,0,2.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371915,1105.0,
9400,HOUSE,HOUSE,285000.0,2.0,166.0,0,0,3.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371906,510.0,300.0
5002,HOUSE,HOUSE,295000.0,4.0,144.0,0,0,2.0,1,128.0,0,,0,BUY_REGULAR,GOOD,0,20138108,815.0,
1150,HOUSE,HOUSE,990000.0,7.0,305.0,1,0,4.0,1,1.0,1,,0,BUY_REGULAR,TO_RENOVATE,0,20371904,,520.0
5590,APARTMENT,TRIPLEX,275000.0,3.0,140.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371902,1046.0,
8820,HOUSE,VILLA,395000.0,3.0,234.0,1,0,4.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371900,985.0,843.0
7300,HOUSE,HOUSE,150000.0,4.0,316.0,0,0,2.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371901,2032.0,320.0
3320,HOUSE,HOUSE,349000.0,3.0,170.0,1,0,4.0,1,105.0,1,70.0,0,BUY_REGULAR,GOOD,0,20371897,678.0,500.0
8300,APARTMENT,APARTMENT,1175000.0,3.0,89.0,0,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20371896,,
2200,APARTMENT,GROUND_FLOOR,275000.0,2.0,90.0,1,0,,0,,1,,0,BUY_REGULAR,,0,20371895,992.0,
2200,HOUSE,HOUSE,265000.0,4.0,140.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20371894,743.0,608.0
7803,HOUSE,VILLA,549000.0,4.0,283.0,1,0,4.0,0,,1,,0,BUY_REGULAR,JUST_RENOVATED,0,20371889,918.0,1400.0
2400,HOUSE,HOUSE,139000.0,3.0,62.0,0,0,2.0,1,165.0,0,,0,BUY_REGULAR,,0,20371890,213.0,193.0
1050,APARTMENT,APARTMENT,490000.0,2.0,102.0,1,0,4.0,0,,0,,0,BUY_REGULAR,JUST_RENOVATED,0,20371893,2342.0,
1982,HOUSE,MIXED_USE_BUILDING,1299000.0,3.0,378.0,1,0,4.0,0,,1,,0,BUY_REGULAR,,1,20371888,1233.0,1087.0
9700,HOUSE,MIXED_USE_BUILDING,249000.0,4.0,,0,0,2.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20371885,,
4000,HOUSE,HOUSE,158000.0,1.0,137.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20369367,342.0,41.0
9700,APARTMENT,PENTHOUSE,1850000.0,3.0,300.0,1,0,2.0,0,,1,300.0,0,BUY_REGULAR,AS_NEW,0,20371887,3360.0,
3600,APARTMENT,APARTMENT,298000.0,2.0,131.0,0,0,,0,,1,14.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371876,1070.0,
4683,HOUSE,HOUSE,328000.0,3.0,150.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20371875,1.0,887.0
9500,HOUSE,HOUSE,179000.0,3.0,,1,0,2.0,0,,1,1.0,0,BUY_REGULAR,GOOD,0,20371883,329.0,120.0
8792,HOUSE,VILLA,485000.0,3.0,185.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371872,1078.0,1380.0
3690,APARTMENT,PENTHOUSE,980000.0,2.0,239.0,0,0,,0,,1,33.0,0,BUY_REGULAR,AS_NEW,0,20371871,1544.0,
7862,HOUSE,MIXED_USE_BUILDING,650000.0,7.0,510.0,1,1,,1,1000.0,1,40.0,0,BUY_REGULAR,GOOD,1,20370273,1353.0,1057.0
7862,HOUSE,HOUSE,650000.0,7.0,510.0,1,1,,1,1000.0,1,40.0,0,BUY_REGULAR,GOOD,1,20370272,1353.0,1057.0
7350,APARTMENT,APARTMENT,200000.0,3.0,153.0,1,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20368897,900.0,
6220,HOUSE,HOUSE,179000.0,3.0,132.0,0,0,3.0,1,880.0,1,105.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20364877,594.0,968.0
6200,HOUSE,VILLA,250000.0,3.0,195.0,1,0,4.0,1,800.0,1,,0,BUY_REGULAR,TO_RENOVATE,1,20370435,1115.0,1289.0
6700,APARTMENT,APARTMENT,300000.0,2.0,82.0,1,0,2.0,0,,1,5.0,0,BUY_REGULAR,GOOD,0,20361333,,
5590,HOUSE,VILLA,399000.0,4.0,165.0,1,0,4.0,1,490.0,1,,0,BUY_REGULAR,AS_NEW,0,20368996,1060.0,554.0
7750,HOUSE,MIXED_USE_BUILDING,525000.0,4.0,201.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20369240,779.0,1250.0
7742,HOUSE,HOUSE,179000.0,5.0,174.0,0,0,2.0,1,405.0,1,27.0,0,BUY_REGULAR,TO_RENOVATE,0,20367136,,510.0
6717,HOUSE,HOUSE,490000.0,3.0,171.0,1,0,4.0,1,896.0,1,75.0,0,BUY_REGULAR,GOOD,0,20364312,686.0,1031.0
6717,HOUSE,VILLA,490000.0,3.0,171.0,1,0,4.0,1,896.0,1,75.0,0,BUY_REGULAR,GOOD,0,20364290,686.0,1031.0
6750,HOUSE,HOUSE,475000.0,11.0,439.0,0,0,4.0,1,877.0,1,36.0,0,BUY_REGULAR,TO_RENOVATE,0,20369403,,1197.0
6230,HOUSE,HOUSE,349000.0,5.0,265.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20371336,1241.0,470.0
6790,HOUSE,HOUSE,475000.0,11.0,439.0,0,0,4.0,1,877.0,1,36.0,0,BUY_REGULAR,TO_RENOVATE,0,20369322,,1197.0
1460,HOUSE,HOUSE,498000.0,4.0,198.0,1,0,3.0,1,1112.0,1,75.0,0,BUY_REGULAR,GOOD,1,20363794,1276.0,1234.0
1410,HOUSE,VILLA,1595000.0,6.0,535.0,1,1,4.0,1,4590.0,1,1.0,0,BUY_REGULAR,GOOD,0,20365427,7870.0,4590.0
1330,HOUSE,HOUSE,595000.0,4.0,205.0,1,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20370449,3500.0,851.0
3630,APARTMENT,APARTMENT,199000.0,1.0,74.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20360658,,
1430,HOUSE,HOUSE,479500.0,3.0,163.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20367898,1159.0,1027.0
3500,APARTMENT,APARTMENT,255000.0,3.0,110.0,1,0,2.0,0,,1,25.0,0,BUY_REGULAR,GOOD,0,20360823,,
1702,HOUSE,HOUSE,589000.0,3.0,200.0,0,0,3.0,1,500.0,1,19.0,0,BUY_REGULAR,,0,20371868,,
6210,HOUSE,HOUSE,179000.0,2.0,76.0,0,1,3.0,0,,1,14.0,0,BUY_REGULAR,GOOD,0,20367345,307.0,230.0
1000,APARTMENT,APARTMENT,340000.0,1.0,85.0,1,0,2.0,0,,1,4.0,0,BUY_REGULAR,,0,20371857,,
7387,HOUSE,HOUSE,350000.0,4.0,260.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20310926,1049.0,1214.0
1000,APARTMENT,DUPLEX,580000.0,3.0,160.0,0,0,,0,,1,3.0,0,BUY_REGULAR,,0,20371855,,
1180,HOUSE,VILLA,1450000.0,6.0,349.0,1,1,4.0,1,1100.0,1,30.0,0,BUY_REGULAR,,0,20086259,4374.0,1515.0
8470,HOUSE,HOUSE,225000.0,3.0,,1,0,3.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371843,567.0,288.0
4420,APARTMENT,APARTMENT,220000.0,2.0,82.0,1,0,,0,,1,3.0,0,BUY_REGULAR,GOOD,0,20371832,957.0,
4041,HOUSE,HOUSE,280000.0,3.0,133.0,1,0,2.0,1,305.0,1,38.0,0,BUY_REGULAR,GOOD,0,20371831,1160.0,426.0
2830,HOUSE,HOUSE,375000.0,2.0,205.0,1,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20371851,,745.0
8530,APARTMENT,APARTMENT,148500.0,2.0,85.0,1,0,2.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371829,805.0,
4420,HOUSE,HOUSE,199000.0,3.0,145.0,1,0,2.0,1,135.0,1,25.0,0,BUY_REGULAR,GOOD,0,20371830,840.0,209.0
8530,APARTMENT,APARTMENT,685000.0,2.0,147.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371828,1074.0,
1380,HOUSE,HOUSE,995000.0,3.0,285.0,1,0,4.0,1,1500.0,1,55.0,0,BUY_REGULAR,GOOD,0,20371793,5620.0,2218.0
1851,HOUSE,VILLA,1045000.0,3.0,260.0,1,0,4.0,0,,1,30.0,0,BUY_REGULAR,GOOD,0,20371819,,1597.0
5590,HOUSE,HOUSE,350000.0,4.0,172.0,1,0,2.0,0,,1,,0,BUY_REGULAR,,0,20371822,2305.0,
1083,APARTMENT,APARTMENT,229000.0,2.0,70.0,0,0,,0,,1,4.0,0,BUY_REGULAR,TO_RENOVATE,0,20371798,,
3470,HOUSE,HOUSE,298000.0,3.0,175.0,1,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371820,743.0,781.0
9000,APARTMENT,GROUND_FLOOR,279000.0,2.0,81.0,1,0,2.0,0,,1,18.0,0,BUY_REGULAR,GOOD,0,20371825,,
1150,HOUSE,HOUSE,745000.0,4.0,230.0,0,1,3.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20371150,3011.0,
2400,APARTMENT,APARTMENT,315000.0,2.0,104.0,1,0,2.0,1,62.0,1,,0,BUY_REGULAR,JUST_RENOVATED,0,20371782,,
2400,APARTMENT,APARTMENT,319000.0,3.0,106.0,1,0,2.0,0,,1,,0,BUY_REGULAR,JUST_RENOVATED,0,20371783,,
2400,HOUSE,HOUSE,349000.0,3.0,145.0,1,0,2.0,0,,1,,0,BUY_REGULAR,JUST_RENOVATED,0,20371776,,
2400,HOUSE,HOUSE,449900.0,3.0,207.0,1,0,4.0,0,,1,,0,BUY_REGULAR,,0,20371779,,595.0
5590,HOUSE,HOUSE,380000.0,4.0,173.0,0,0,4.0,1,1191.0,1,41.0,0,BUY_REGULAR,JUST_RENOVATED,0,20363591,1004.0,1191.0
1300,HOUSE,VILLA,695000.0,4.0,230.0,1,0,4.0,1,750.0,1,80.0,0,BUY_REGULAR,AS_NEW,1,20358831,2858.0,894.0
6860,HOUSE,HOUSE,249000.0,3.0,205.0,0,0,4.0,1,170.0,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20357202,451.0,170.0
2040,HOUSE,HOUSE,449000.0,3.0,204.0,1,0,,1,573.0,0,,0,BUY_REGULAR,GOOD,0,20371774,,
5360,HOUSE,HOUSE,410000.0,4.0,185.0,0,0,4.0,1,1050.0,1,45.0,0,BUY_REGULAR,GOOD,0,20363582,905.0,1050.0
7000,HOUSE,HOUSE,165000.0,2.0,75.0,1,0,2.0,1,37.0,1,11.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20317148,409.0,112.0
6834,HOUSE,HOUSE,295000.0,4.0,200.0,0,0,3.0,1,500.0,1,25.0,0,BUY_REGULAR,AS_NEW,0,20368043,,548.0
5002,HOUSE,HOUSE,279000.0,4.0,170.0,1,0,2.0,0,,1,15.0,0,BUY_REGULAR,GOOD,0,20368737,857.0,92.0
7190,APARTMENT,APARTMENT,275000.0,4.0,109.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20350616,950.0,
3910,HOUSE,HOUSE,295000.0,5.0,194.0,1,0,2.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20368191,557.0,499.0
1400,APARTMENT,APARTMENT,255000.0,2.0,72.0,0,0,,0,,1,9.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20359395,1254.0,
6660,HOUSE,HOUSE,299000.0,8.0,220.0,1,0,4.0,1,1100.0,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20361544,679.0,1100.0
3840,APARTMENT,APARTMENT,307000.0,2.0,125.0,1,0,,0,,1,54.0,0,BUY_REGULAR,GOOD,0,20357403,965.0,
5580,HOUSE,EXCEPTIONAL_PROPERTY,549000.0,8.0,509.0,1,1,4.0,1,3160.0,1,44.0,0,BUY_REGULAR,GOOD,0,20361471,1851.0,3681.0
6761,APARTMENT,APARTMENT,135000.0,2.0,135.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20367521,548.0,
5370,HOUSE,HOUSE,160000.0,4.0,205.0,0,0,2.0,1,743.0,0,,0,BUY_REGULAR,TO_RENOVATE,0,20363578,555.0,743.0
6860,HOUSE,HOUSE,189000.0,4.0,251.0,0,0,3.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20367838,260.0,528.0
6900,HOUSE,HOUSE,260000.0,4.0,150.0,0,0,4.0,1,760.0,1,20.0,0,BUY_REGULAR,GOOD,0,20363509,835.0,760.0
5590,HOUSE,HOUSE,349000.0,4.0,130.0,0,0,4.0,1,428.0,1,33.0,0,BUY_REGULAR,JUST_RENOVATED,0,20363586,731.0,428.0
5360,HOUSE,HOUSE,340000.0,3.0,120.0,0,0,4.0,1,1599.0,1,15.0,0,BUY_REGULAR,GOOD,0,20363593,738.0,1599.0
7180,APARTMENT,APARTMENT,225000.0,4.0,113.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20359769,870.0,
6900,HOUSE,HOUSE,298500.0,4.0,118.0,0,0,4.0,0,,0,,0,BUY_REGULAR,TO_RESTORE,0,20370899,877.0,899.0
6700,APARTMENT,APARTMENT,259000.0,2.0,65.0,1,0,3.0,0,,1,17.0,0,BUY_REGULAR,GOOD,0,20357258,,
6830,HOUSE,HOUSE,199000.0,5.0,200.0,1,0,2.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20361941,1284.0,72.0
7100,HOUSE,HOUSE,239000.0,4.0,140.0,1,0,3.0,1,120.0,1,25.0,0,BUY_REGULAR,GOOD,0,20357655,529.0,209.0
7860,HOUSE,HOUSE,295000.0,3.0,180.0,1,0,2.0,1,300.0,1,35.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20359352,562.0,300.0
2140,APARTMENT,APARTMENT,155000.0,2.0,75.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371769,872.0,
2020,APARTMENT,APARTMENT,165000.0,1.0,70.0,0,0,,1,114.0,1,,0,BUY_REGULAR,GOOD,0,20371767,713.0,
9000,APARTMENT,APARTMENT,430000.0,3.0,134.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371763,1445.0,
3560,HOUSE,HOUSE,650000.0,3.0,304.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20371756,1248.0,1128.0
9100,HOUSE,HOUSE,165000.0,3.0,98.0,0,0,2.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20371759,332.0,221.0
6061,HOUSE,HOUSE,150000.0,2.0,90.0,1,0,2.0,0,,1,25.0,0,BUY_REGULAR,JUST_RENOVATED,0,20371766,223.0,80.0
9500,HOUSE,HOUSE,125000.0,3.0,92.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20331446,,38.0
8400,APARTMENT,FLAT_STUDIO,250000.0,,34.0,0,0,4.0,0,,1,8.0,0,BUY_REGULAR,GOOD,0,20371764,713.0,
3201,HOUSE,HOUSE,545000.0,3.0,211.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371755,,1026.0
9290,HOUSE,HOUSE,465000.0,4.0,149.0,0,0,3.0,1,118.0,1,12.0,0,BUY_REGULAR,GOOD,0,20371753,1.0,249.0
2000,APARTMENT,APARTMENT,499000.0,3.0,134.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371748,,
2860,HOUSE,HOUSE,560000.0,2.0,175.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371746,,374.0
2400,APARTMENT,GROUND_FLOOR,289000.0,2.0,93.0,1,0,2.0,0,,1,8.0,0,BUY_REGULAR,,0,20371740,,
8610,HOUSE,HOUSE,310000.0,2.0,233.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371736,659.0,659.0
8580,APARTMENT,FLAT_STUDIO,145000.0,1.0,46.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20371742,619.0,
2800,HOUSE,HOUSE,560000.0,2.0,175.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20371745,,374.0
2100,APARTMENT,APARTMENT,224500.0,2.0,106.0,0,0,,0,,1,9.0,0,BUY_REGULAR,TO_RENOVATE,0,20371730,1147.0,
2100,APARTMENT,APARTMENT,175000.0,2.0,74.0,0,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371719,865.0,
2980,HOUSE,HOUSE,280000.0,6.0,240.0,0,0,4.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371722,896.0,1385.0
2060,HOUSE,HOUSE,289000.0,6.0,190.0,0,0,2.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20371723,865.0,109.0
2100,HOUSE,HOUSE,224900.0,2.0,92.0,0,0,4.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20371717,426.0,112.0
2140,APARTMENT,APARTMENT,165000.0,1.0,51.0,0,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20371710,358.0,
2100,HOUSE,HOUSE,319000.0,,158.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20371711,582.0,114.0
2100,APARTMENT,APARTMENT,270000.0,3.0,110.0,0,0,,0,,1,,0,BUY_REGULAR,AS_NEW,0,20371712,1016.0,
2060,APARTMENT,APARTMENT,195000.0,1.0,65.0,0,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20371706,922.0,
2060,HOUSE,MIXED_USE_BUILDING,485000.0,4.0,177.0,0,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371701,1103.0,145.0
6700,APARTMENT,APARTMENT,180000.0,1.0,55.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20361334,,
6700,APARTMENT,APARTMENT,195000.0,1.0,60.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20361332,,
2600,HOUSE,MANSION,479000.0,5.0,214.0,0,0,4.0,1,30.0,0,,0,BUY_REGULAR,TO_RENOVATE,0,20371702,976.0,132.0
2018,HOUSE,MANSION,1795000.0,10.0,933.0,0,0,4.0,1,200.0,0,,0,BUY_REGULAR,TO_RENOVATE,1,20371720,2825.0,360.0
3620,HOUSE,HOUSE,289000.0,2.0,170.0,1,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20367840,827.0,500.0
6850,HOUSE,HOUSE,225000.0,3.0,109.0,1,0,4.0,1,4270.0,1,40.0,0,BUY_REGULAR,GOOD,0,20361543,570.0,4270.0
5004,HOUSE,HOUSE,280000.0,4.0,123.0,1,0,4.0,1,556.0,1,14.0,0,BUY_REGULAR,TO_RENOVATE,0,20354955,1363.0,652.0
6120,APARTMENT,APARTMENT,255000.0,2.0,100.0,1,0,4.0,0,,1,9.0,0,BUY_REGULAR,AS_NEW,0,20368448,,
6120,APARTMENT,PENTHOUSE,330000.0,3.0,120.0,1,0,4.0,0,,1,28.0,0,BUY_REGULAR,AS_NEW,0,20368441,,
1300,APARTMENT,APARTMENT,350000.0,2.0,90.0,1,0,2.0,0,,1,20.0,0,BUY_REGULAR,JUST_RENOVATED,0,20367066,,
5360,HOUSE,HOUSE,320000.0,4.0,165.0,0,0,4.0,1,1181.0,1,35.0,0,BUY_REGULAR,GOOD,0,20363580,937.0,1181.0
6990,HOUSE,HOUSE,199000.0,3.0,125.0,1,0,4.0,0,,1,25.0,0,BUY_REGULAR,GOOD,0,20359294,751.0,820.0
1300,APARTMENT,DUPLEX,425000.0,2.0,120.0,1,0,2.0,0,,1,17.0,0,BUY_REGULAR,JUST_RENOVATED,0,20367575,,
7100,APARTMENT,APARTMENT,275000.0,3.0,120.0,1,0,2.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20363493,1186.0,
5360,HOUSE,HOUSE,425000.0,5.0,290.0,0,1,4.0,1,741.0,0,,0,BUY_REGULAR,GOOD,0,20363575,892.0,741.0
6042,HOUSE,HOUSE,230000.0,3.0,168.0,1,0,3.0,0,,1,,0,BUY_REGULAR,GOOD,0,20360865,639.0,722.0
6460,HOUSE,MANSION,250000.0,7.0,358.0,1,0,4.0,0,,1,57.0,0,BUY_REGULAR,TO_RESTORE,0,20363539,1579.0,380.0
3560,HOUSE,BUNGALOW,369000.0,3.0,193.0,1,1,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20364810,984.0,1323.0
3620,APARTMENT,PENTHOUSE,335000.0,2.0,144.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20360664,,
3582,HOUSE,HOUSE,275000.0,3.0,147.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20365977,,770.0
6940,HOUSE,VILLA,348000.0,4.0,215.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20363484,514.0,2680.0
1400,APARTMENT,APARTMENT,280000.0,2.0,95.0,1,0,2.0,0,,1,6.0,0,BUY_REGULAR,AS_NEW,0,20365609,1268.0,
6700,APARTMENT,APARTMENT,145000.0,1.0,50.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20362883,,
6700,HOUSE,HOUSE,295000.0,3.0,172.0,1,0,4.0,1,426.0,1,20.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20347651,612.0,426.0
6040,HOUSE,HOUSE,239000.0,3.0,145.0,1,0,3.0,1,450.0,1,25.0,0,BUY_REGULAR,AS_NEW,0,20348071,495.0,560.0
2100,APARTMENT,APARTMENT,249000.0,3.0,90.0,0,0,,1,90.0,0,,0,BUY_REGULAR,GOOD,0,20371714,,
3990,HOUSE,HOUSE,455000.0,4.0,303.0,1,0,4.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20360745,1333.0,1984.0
2100,APARTMENT,APARTMENT,259000.0,2.0,117.0,0,0,,0,,1,12.0,0,BUY_REGULAR,AS_NEW,0,20371705,1027.0,
2100,APARTMENT,GROUND_FLOOR,249900.0,2.0,95.0,0,0,,1,68.0,0,,0,BUY_REGULAR,AS_NEW,0,20371709,664.0,
2100,APARTMENT,APARTMENT,165000.0,2.0,81.0,0,0,,0,,1,,0,BUY_REGULAR,AS_NEW,0,20371715,937.0,
2100,APARTMENT,PENTHOUSE,308750.0,2.0,97.0,0,0,,0,,1,49.0,0,BUY_REGULAR,AS_NEW,0,20371704,1027.0,
2100,APARTMENT,APARTMENT,179000.0,2.0,71.0,0,0,,0,,1,1.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371707,810.0,
2000,APARTMENT,APARTMENT,569000.0,2.0,164.0,0,0,,0,,1,30.0,0,BUY_REGULAR,AS_NEW,0,20371689,1257.0,
2100,APARTMENT,APARTMENT,314500.0,3.0,99.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371703,,
2100,APARTMENT,APARTMENT,220000.0,3.0,103.0,0,0,,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20371690,1026.0,
2100,APARTMENT,GROUND_FLOOR,169900.0,2.0,70.0,0,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20371696,679.0,
2000,APARTMENT,PENTHOUSE,225000.0,1.0,55.0,0,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20371716,363.0,
2100,APARTMENT,APARTMENT,305000.0,2.0,92.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371697,,
2000,APARTMENT,APARTMENT,319000.0,2.0,77.0,0,0,,0,,1,3.0,0,BUY_REGULAR,AS_NEW,0,20371700,1140.0,
2100,APARTMENT,APARTMENT,239500.0,1.0,67.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20371734,,
