Postcode,Type,Subtype,Price,Bedrooms,Area,Kitchen,Fireplace,Frontages,Garden,Garden_surface,Terrace,Terrace_Surface,Furnished,Type_of_sale,State_of_building,Swimmingpool,ID IMMOWEB,Cadastral_income,Plot_surface
1170,APARTMENT,APARTMENT,375000.0,2.0,85.0,1,0,2.0,0,,1,2.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370920,,
3111,APARTMENT,APARTMENT,245000.0,2.0,78.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,11304546,,
6700,APARTMENT,APARTMENT,300000.0,2.0,72.0,1,0,3.0,0,,1,4.0,0,BUY_REGULAR,AS_NEW,0,20346523,,
1170,APARTMENT,APARTMENT,325000.0,1.0,60.0,1,0,2.0,0,,1,2.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370921,,
7110,HOUSE,HOUSE,89000.0,3.0,161.0,1,0,2.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20348966,470.0,490.0
1420,APARTMENT,APARTMENT,325000.0,3.0,202.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20361920,1.0,
6838,HOUSE,HOUSE,149500.0,5.0,156.0,0,0,2.0,1,400.0,1,15.0,0,BUY_REGULAR,TO_RENOVATE,0,20305728,483.0,562.0
6747,HOUSE,HOUSE,580000.0,5.0,220.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20337107,681.0,1080.0
7866,HOUSE,HOUSE,255000.0,2.0,90.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,20355267,507.0,866.0
7850,HOUSE,HOUSE,185000.0,2.0,80.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,20358024,1.0,250.0
5570,HOUSE,HOUSE,180000.0,3.0,183.0,0,0,3.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20357676,,179.0
6900,HOUSE,HOUSE,229000.0,3.0,143.0,1,0,2.0,1,273.0,1,,0,BUY_REGULAR,GOOD,0,20334559,376.0,273.0
7070,HOUSE,HOUSE,189000.0,2.0,139.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20368762,418.0,
6280,HOUSE,HOUSE,279000.0,3.0,232.0,0,1,4.0,1,1465.0,1,40.0,0,BUY_REGULAR,GOOD,0,20369986,376.0,1465.0
7134,HOUSE,HOUSE,240000.0,3.0,199.0,0,0,3.0,1,576.0,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20344166,,720.0
1420,APARTMENT,APARTMENT,535000.0,2.0,125.0,1,0,3.0,0,,1,19.0,0,BUY_REGULAR,AS_NEW,0,20350227,,
6851,HOUSE,HOUSE,329000.0,3.0,175.0,1,0,3.0,1,290.0,1,30.0,0,BUY_REGULAR,GOOD,0,20325330,,473.0
7340,HOUSE,VILLA,349500.0,3.0,169.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20341303,1138.0,4100.0
1350,HOUSE,HOUSE,220000.0,6.0,250.0,0,0,3.0,1,305.0,1,15.0,0,BUY_REGULAR,TO_RENOVATE,0,20331999,855.0,567.0
1400,HOUSE,HOUSE,350000.0,4.0,143.0,0,0,2.0,1,75.0,1,,0,BUY_REGULAR,,0,20356327,1.0,145.0
6180,HOUSE,HOUSE,159000.0,3.0,162.0,0,0,3.0,1,483.0,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20322868,479.0,570.0
5530,HOUSE,COUNTRY_COTTAGE,120000.0,1.0,55.0,0,0,,1,200.0,1,20.0,1,BUY_REGULAR,JUST_RENOVATED,0,20297722,,200.0
6230,HOUSE,HOUSE,179900.0,2.0,147.0,1,0,2.0,1,286.0,1,60.0,0,BUY_REGULAR,GOOD,0,20327165,416.0,386.0
5500,HOUSE,HOUSE,425000.0,5.0,231.0,0,0,3.0,1,1199.0,1,108.0,0,BUY_REGULAR,GOOD,0,20209587,857.0,1363.0
1350,HOUSE,HOUSE,769000.0,5.0,222.0,1,0,4.0,1,9310.0,1,20.0,0,BUY_REGULAR,AS_NEW,0,20318858,2010.0,9592.0
7062,HOUSE,HOUSE,180000.0,3.0,170.0,0,0,3.0,1,400.0,1,100.0,0,BUY_REGULAR,,0,20364266,,529.0
1180,APARTMENT,APARTMENT,290000.0,1.0,70.0,1,0,2.0,0,,1,1.0,0,BUY_REGULAR,AS_NEW,0,20370902,690.0,
1170,APARTMENT,APARTMENT,375000.0,2.0,85.0,1,0,2.0,0,,1,2.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370919,,
7110,HOUSE,HOUSE,179000.0,3.0,178.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20364151,409.0,310.0
2800,HOUSE,HOUSE,585000.0,4.0,299.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370917,984.0,
2100,APARTMENT,APARTMENT,198000.0,3.0,125.0,1,0,2.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370910,,
2288,HOUSE,HOUSE,575000.0,4.0,308.0,1,1,4.0,1,2351.0,1,,0,BUY_REGULAR,TO_RENOVATE,0,20370916,,2578.0
3920,HOUSE,HOUSE,399000.0,4.0,197.0,1,0,,0,,1,,0,BUY_REGULAR,,0,20367168,,513.0
3001,APARTMENT,DUPLEX,749000.0,3.0,160.0,1,0,3.0,0,,1,22.0,0,BUY_REGULAR,AS_NEW,0,20370903,1590.0,
2800,HOUSE,HOUSE,849000.0,3.0,240.0,0,0,2.0,0,,1,29.0,0,BUY_REGULAR,,0,20370901,1.0,147.0
7000,HOUSE,APARTMENT_BLOCK,399000.0,5.0,214.0,1,0,3.0,0,,0,,1,BUY_REGULAR,JUST_RENOVATED,0,11442463,,
9200,APARTMENT,APARTMENT,599000.0,2.0,107.0,1,0,2.0,0,,1,40.0,0,BUY_REGULAR,AS_NEW,0,20370890,,
1000,HOUSE,HOUSE,895000.0,6.0,240.0,1,0,3.0,0,,0,,1,BUY_REGULAR,JUST_RENOVATED,0,11165115,,84.0
1600,HOUSE,VILLA,475000.0,2.0,120.0,1,0,4.0,1,400.0,1,25.0,0,BUY_REGULAR,GOOD,0,20370883,,772.0
3018,APARTMENT,APARTMENT,465000.0,3.0,150.0,0,0,,0,,1,21.0,0,BUY_REGULAR,AS_NEW,0,20370867,1036.0,
5000,APARTMENT,APARTMENT,160000.0,1.0,57.0,1,0,3.0,0,,0,,0,BUY_REGULAR,GOOD,0,20209847,823.0,
1602,HOUSE,VILLA,475000.0,2.0,120.0,1,0,4.0,1,400.0,1,25.0,0,BUY_REGULAR,GOOD,0,20370882,,772.0
9600,HOUSE,HOUSE,565000.0,4.0,205.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20370868,1755.0,1272.0
9300,HOUSE,HOUSE,424000.0,5.0,243.0,1,0,3.0,1,400.0,1,,0,BUY_REGULAR,GOOD,0,20370878,859.0,846.0
9310,HOUSE,HOUSE,424000.0,5.0,243.0,1,0,3.0,1,400.0,1,,0,BUY_REGULAR,GOOD,0,20370876,859.0,846.0
9000,HOUSE,HOUSE,211000.0,1.0,92.0,0,0,,0,,0,,0,BUY_REGULAR,,0,20370864,,55.0
9040,HOUSE,HOUSE,225000.0,2.0,165.0,1,0,,0,,1,24.0,0,BUY_REGULAR,TO_RENOVATE,0,20370865,,100.0
9000,HOUSE,HOUSE,369000.0,3.0,115.0,1,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20370859,366.0,99.0
9000,APARTMENT,APARTMENT,390000.0,2.0,102.0,1,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20370858,1155.0,
2020,APARTMENT,APARTMENT,169000.0,1.0,70.0,0,0,3.0,0,,1,2.0,0,BUY_REGULAR,TO_RENOVATE,0,20370850,765.0,
8500,HOUSE,HOUSE,250000.0,3.0,115.0,1,0,2.0,0,,1,,0,BUY_REGULAR,,0,20370854,,220.0
1745,APARTMENT,APARTMENT,198000.0,2.0,74.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20370849,735.0,
2018,APARTMENT,APARTMENT,249000.0,2.0,119.0,1,0,2.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370847,1145.0,
9308,HOUSE,HOUSE,329578.0,3.0,134.0,1,0,2.0,0,,0,,0,BUY_REGULAR,,0,20370844,,181.0
3090,HOUSE,HOUSE,299000.0,2.0,82.0,1,0,4.0,1,714.0,0,,0,BUY_REGULAR,TO_RENOVATE,0,20344470,528.0,977.0
3600,HOUSE,HOUSE,319000.0,5.0,188.0,0,0,2.0,0,,0,,0,BUY_REGULAR,JUST_RENOVATED,0,20344733,384.0,177.0
6040,APARTMENT,APARTMENT,180000.0,1.0,82.0,1,0,3.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20363809,,
6792,HOUSE,HOUSE,260000.0,3.0,285.0,0,0,3.0,1,450.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,20283731,688.0,660.0
6780,HOUSE,HOUSE,299000.0,3.0,200.0,0,1,3.0,1,280.0,1,20.0,0,BUY_REGULAR,GOOD,0,20283747,719.0,603.0
6700,HOUSE,HOUSE,420000.0,5.0,300.0,0,0,4.0,1,2500.0,1,15.0,0,BUY_REGULAR,GOOD,0,20284705,1194.0,2701.0
6747,HOUSE,HOUSE,420000.0,3.0,120.0,0,0,4.0,1,700.0,1,10.0,0,BUY_REGULAR,GOOD,0,20283713,745.0,815.0
6720,HOUSE,HOUSE,425000.0,2.0,128.0,1,1,4.0,1,372.0,1,,0,BUY_REGULAR,GOOD,0,20257844,862.0,490.0
1300,HOUSE,HOUSE,515000.0,3.0,216.0,1,1,4.0,1,1100.0,1,67.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,11420693,1786.0,1550.0
1301,HOUSE,HOUSE,515000.0,3.0,216.0,1,1,4.0,1,1100.0,1,67.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,11414121,1786.0,1550.0
1325,HOUSE,FARMHOUSE,449000.0,4.0,198.0,1,0,4.0,1,160.0,1,10.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20121636,592.0,836.0
6840,HOUSE,HOUSE,760000.0,6.0,433.0,1,0,4.0,1,2200.0,1,50.0,0,BUY_REGULAR,GOOD,0,20326878,1084.0,2619.0
1300,HOUSE,APARTMENT_BLOCK,625000.0,4.0,173.0,1,0,3.0,1,200.0,1,30.0,0,BUY_REGULAR,GOOD,0,20120719,1683.0,299.0
7500,HOUSE,MIXED_USE_BUILDING,520000.0,4.0,420.0,1,0,2.0,0,,1,40.0,1,BUY_REGULAR,GOOD,0,20355563,1353.0,200.0
7760,HOUSE,FARMHOUSE,459000.0,3.0,175.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20360427,,3910.0
1370,HOUSE,HOUSE,349000.0,3.0,150.0,1,0,3.0,1,2575.0,1,60.0,0,BUY_REGULAR,TO_RENOVATE,0,20317090,666.0,2575.0
6690,HOUSE,HOUSE,349000.0,10.0,500.0,0,1,4.0,1,6237.0,0,,0,BUY_REGULAR,TO_RENOVATE,0,20370833,939.0,6237.0
1430,HOUSE,HOUSE,299900.0,2.0,100.0,1,0,3.0,1,1.0,1,1.0,0,BUY_REGULAR,,0,20366195,,479.0
7000,HOUSE,TOWN_HOUSE,180000.0,2.0,98.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20355649,,430.0
3630,APARTMENT,APARTMENT,284000.0,2.0,102.0,1,0,3.0,0,,0,,0,BUY_REGULAR,GOOD,0,20344734,,
5101,HOUSE,HOUSE,340000.0,2.0,140.0,1,0,3.0,0,,0,,0,BUY_REGULAR,JUST_RENOVATED,0,20367905,,1965.0
3940,HOUSE,HOUSE,470000.0,6.0,323.0,1,0,4.0,1,632.0,0,,0,BUY_REGULAR,GOOD,0,20369921,,776.0
6800,HOUSE,EXCEPTIONAL_PROPERTY,879000.0,10.0,569.0,1,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20342186,1602.0,8594.0
1410,HOUSE,MIXED_USE_BUILDING,590000.0,4.0,220.0,0,0,2.0,1,100.0,1,10.0,0,BUY_REGULAR,TO_RENOVATE,0,20360707,870.0,199.0
6940,HOUSE,HOUSE,360000.0,4.0,199.0,0,0,3.0,1,693.0,0,,0,BUY_REGULAR,,0,20349943,394.0,1100.0
1420,HOUSE,HOUSE,397500.0,3.0,130.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20362254,1.0,213.0
3500,APARTMENT,APARTMENT,279000.0,3.0,120.0,0,0,2.0,0,,1,10.0,0,BUY_REGULAR,GOOD,0,20323482,,
6760,HOUSE,HOUSE,340000.0,2.0,100.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20359307,711.0,1180.0
9308,HOUSE,HOUSE,359369.0,3.0,133.0,1,0,3.0,0,,0,,0,BUY_REGULAR,,0,20370843,,286.0
5590,HOUSE,HOUSE,190000.0,3.0,100.0,0,0,3.0,1,781.0,1,11.0,0,BUY_REGULAR,GOOD,0,20295495,577.0,781.0
9300,APARTMENT,APARTMENT,135000.0,1.0,52.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370842,352.0,
9308,HOUSE,HOUSE,377142.0,3.0,153.0,1,0,3.0,0,,0,,0,BUY_REGULAR,,0,20370840,,288.0
2940,HOUSE,HOUSE,310000.0,3.0,201.0,1,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20370834,1504.0,129.0
9170,APARTMENT,APARTMENT,179000.0,2.0,61.0,1,0,,0,,1,6.0,0,BUY_REGULAR,GOOD,0,20367971,480.0,
9170,HOUSE,HOUSE,399000.0,4.0,232.0,1,0,3.0,1,110.0,1,12.0,0,BUY_REGULAR,GOOD,0,20367973,,336.0
2980,HOUSE,HOUSE,335000.0,3.0,122.0,1,0,4.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20370832,954.0,632.0
9300,APARTMENT,APARTMENT,135000.0,1.0,46.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370839,480.0,
9300,APARTMENT,APARTMENT,135000.0,1.0,46.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370838,505.0,
3582,HOUSE,HOUSE,445000.0,5.0,240.0,0,0,4.0,1,1029.0,1,15.0,0,BUY_REGULAR,AS_NEW,0,20370828,661.0,1029.0
2018,HOUSE,HOUSE,439000.0,3.0,150.0,1,0,2.0,1,23.0,0,,0,BUY_REGULAR,GOOD,0,20370824,,75.0
2380,HOUSE,HOUSE,245000.0,3.0,158.0,1,0,3.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20370825,,312.0
3380,HOUSE,HOUSE,290000.0,2.0,138.0,1,0,4.0,1,4750.0,1,20.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370823,592.0,4975.0
3210,HOUSE,HOUSE,539000.0,3.0,,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20370818,,1387.0
2040,HOUSE,HOUSE,549000.0,2.0,150.0,1,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,1,20370820,969.0,396.0
2940,HOUSE,HOUSE,639000.0,5.0,251.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20370819,1738.0,465.0
2880,HOUSE,HOUSE,360000.0,4.0,348.0,1,0,3.0,0,,0,,0,BUY_REGULAR,,0,20370801,505.0,276.0
3500,APARTMENT,APARTMENT,355000.0,2.0,88.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20370807,1188.0,
2550,APARTMENT,GROUND_FLOOR,299500.0,2.0,122.0,1,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20370811,,
4100,HOUSE,BUNGALOW,294000.0,3.0,112.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,20370796,1.0,783.0
4870,APARTMENT,APARTMENT,169000.0,2.0,80.0,0,0,3.0,0,,1,,0,BUY_REGULAR,,0,20370800,735.0,
8870,HOUSE,HOUSE,230000.0,3.0,122.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20370799,240.0,184.0
2000,APARTMENT,APARTMENT,409000.0,2.0,86.0,0,0,,0,,1,20.0,0,BUY_REGULAR,GOOD,0,20370794,,
9180,HOUSE,HOUSE,425000.0,3.0,155.0,0,0,3.0,1,350.0,1,30.0,0,BUY_REGULAR,JUST_RENOVATED,0,20370791,109.0,417.0
9470,APARTMENT,APARTMENT,228000.0,2.0,92.0,1,0,,0,,1,4.0,0,BUY_REGULAR,GOOD,0,20370793,935.0,
2500,HOUSE,HOUSE,355000.0,3.0,150.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,20370795,1.0,403.0
1082,HOUSE,HOUSE,385000.0,4.0,170.0,1,0,3.0,1,36.0,1,14.0,0,BUY_REGULAR,GOOD,0,20370787,,93.0
7750,HOUSE,HOUSE,195000.0,1.0,158.0,1,1,3.0,1,450.0,1,14.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20338318,,608.0
9200,HOUSE,HOUSE,598400.0,4.0,225.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20370788,,1697.0
5680,HOUSE,HOUSE,250000.0,3.0,162.0,0,0,3.0,0,,1,106.0,0,BUY_REGULAR,AS_NEW,0,20331062,366.0,1310.0
6750,HOUSE,HOUSE,260000.0,3.0,183.0,0,0,3.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20318902,604.0,998.0
1420,APARTMENT,APARTMENT,375000.0,2.0,92.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20361919,1118.0,
7330,HOUSE,HOUSE,1950000.0,4.0,185.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20364263,,
6940,HOUSE,HOUSE,450000.0,4.0,191.0,0,0,4.0,0,,1,5.0,0,BUY_REGULAR,,0,20367952,1.0,917.0
6150,HOUSE,HOUSE,199000.0,2.0,118.0,1,0,3.0,1,284.0,1,50.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20344532,475.0,370.0
7864,HOUSE,HOUSE,325000.0,3.0,143.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20347931,360.0,1628.0
1350,APARTMENT,APARTMENT,179000.0,2.0,97.0,1,0,2.0,1,5.0,1,15.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20314871,436.0,
7864,HOUSE,MIXED_USE_BUILDING,325000.0,3.0,143.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20347945,360.0,1628.0
5555,HOUSE,HOUSE,249000.0,4.0,165.0,1,0,3.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20340900,,347.0
7190,HOUSE,HOUSE,275000.0,3.0,160.0,0,0,3.0,1,50.0,1,15.0,0,BUY_REGULAR,,0,20361914,1.0,275.0
7090,HOUSE,HOUSE,275000.0,3.0,160.0,0,0,3.0,1,50.0,1,15.0,0,BUY_REGULAR,,0,20361915,1.0,275.0
6980,HOUSE,HOUSE,150000.0,5.0,220.0,0,0,2.0,0,,1,20.0,0,BUY_REGULAR,TO_RESTORE,0,20350045,,169.0
7760,APARTMENT,DUPLEX,293971.0,3.0,125.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20369098,,
6060,APARTMENT,APARTMENT,135000.0,2.0,75.0,1,0,4.0,0,,1,4.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20307966,,
6791,HOUSE,HOUSE,375000.0,5.0,191.0,1,0,3.0,1,520.0,1,60.0,0,BUY_REGULAR,GOOD,0,20331533,691.0,765.0
5575,HOUSE,HOUSE,220000.0,4.0,158.0,1,0,4.0,1,400.0,1,20.0,0,BUY_REGULAR,AS_NEW,0,20303526,395.0,560.0
7500,APARTMENT,APARTMENT,219000.0,1.0,78.0,0,0,1.0,0,,0,,0,BUY_REGULAR,JUST_RENOVATED,0,20346897,,
1410,APARTMENT,APARTMENT,349000.0,3.0,122.0,1,0,4.0,0,,1,2.0,0,BUY_REGULAR,AS_NEW,0,20325843,1608.0,
6940,HOUSE,CHALET,32000.0,1.0,28.0,0,0,4.0,0,,1,15.0,1,BUY_REGULAR,,0,20362241,158.0,350.0
6224,HOUSE,HOUSE,425000.0,5.0,220.0,1,0,4.0,0,,1,50.0,0,BUY_REGULAR,GOOD,0,20346475,1461.0,10000.0
1495,HOUSE,HOUSE,290000.0,3.0,145.0,1,0,3.0,1,343.0,1,60.0,0,BUY_REGULAR,GOOD,0,20366388,441.0,453.0
6747,HOUSE,HOUSE,180000.0,4.0,140.0,0,0,2.0,1,450.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,20283710,242.0,550.0
6747,HOUSE,MANSION,295000.0,5.0,260.0,0,0,4.0,1,1600.0,1,30.0,0,BUY_REGULAR,TO_RENOVATE,0,20283750,996.0,1809.0
6747,HOUSE,HOUSE,310000.0,4.0,292.0,0,0,2.0,1,1000.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,20283703,242.0,1146.0
6700,HOUSE,HOUSE,395000.0,4.0,150.0,1,0,4.0,1,1200.0,1,20.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20283722,751.0,1396.0
6720,HOUSE,HOUSE,420000.0,4.0,180.0,1,1,3.0,1,354.0,1,,0,BUY_REGULAR,AS_NEW,0,20257825,718.0,461.0
1332,HOUSE,VILLA,430000.0,3.0,130.0,1,0,4.0,1,250.0,1,35.0,0,BUY_REGULAR,GOOD,0,20141247,1406.0,529.0
9160,HOUSE,HOUSE,459000.0,3.0,232.0,0,0,4.0,1,800.0,1,15.0,0,BUY_REGULAR,GOOD,0,20370783,926.0,945.0
7862,HOUSE,MANOR_HOUSE,650000.0,4.0,510.0,0,1,4.0,0,,0,,0,BUY_REGULAR,,0,20370781,1353.0,1057.0
8300,APARTMENT,APARTMENT,775000.0,2.0,78.0,1,0,2.0,0,,1,25.0,0,BUY_REGULAR,GOOD,0,20370778,,
2370,HOUSE,HOUSE,598000.0,3.0,266.0,1,0,4.0,1,2000.0,1,85.0,0,BUY_REGULAR,GOOD,1,20370776,,2372.0
1390,APARTMENT,APARTMENT,225000.0,2.0,99.0,1,0,,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370773,,
1390,APARTMENT,APARTMENT,275000.0,2.0,85.0,1,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20370772,,
1332,APARTMENT,APARTMENT,210000.0,2.0,,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370769,,
1390,APARTMENT,APARTMENT,199000.0,1.0,77.0,1,0,,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370771,,
1332,APARTMENT,APARTMENT,225000.0,2.0,80.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370770,,
1390,APARTMENT,GROUND_FLOOR,215000.0,1.0,85.0,1,0,,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370768,,
1390,APARTMENT,APARTMENT,215000.0,1.0,85.0,1,0,,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370779,,
1390,APARTMENT,APARTMENT,275000.0,2.0,99.0,1,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20370766,,
1390,APARTMENT,APARTMENT,225000.0,2.0,99.0,1,0,,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370767,,
1000,APARTMENT,APARTMENT,890000.0,3.0,204.0,0,0,2.0,0,,1,25.0,0,BUY_REGULAR,AS_NEW,0,20367342,,
6700,HOUSE,HOUSE,295000.0,2.0,200.0,1,0,2.0,1,150.0,1,24.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370760,991.0,200.0
2000,APARTMENT,APARTMENT,250000.0,1.0,55.0,0,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20370739,,
1050,APARTMENT,APARTMENT,890000.0,3.0,204.0,0,0,2.0,0,,1,25.0,0,BUY_REGULAR,AS_NEW,0,20367341,,
8870,APARTMENT,APARTMENT,135000.0,1.0,75.0,0,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20370737,,
1190,APARTMENT,APARTMENT,219000.0,2.0,59.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20299733,582.0,
8680,HOUSE,HOUSE,495000.0,4.0,223.0,0,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20370738,737.0,4156.0
8620,HOUSE,HOUSE,225000.0,3.0,144.0,0,0,2.0,1,36.0,0,,0,BUY_REGULAR,GOOD,0,20370734,,85.0
3200,HOUSE,HOUSE,359000.0,3.0,136.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20370731,1162.0,4139.0
3201,HOUSE,HOUSE,459000.0,4.0,,0,0,,0,,0,,0,BUY_REGULAR,,0,20370742,939.0,720.0
9550,HOUSE,HOUSE,239000.0,3.0,174.0,1,0,3.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370736,,361.0
1200,APARTMENT,PENTHOUSE,459000.0,2.0,100.0,1,0,3.0,0,,1,30.0,1,BUY_REGULAR,AS_NEW,0,20370733,,
8200,APARTMENT,GROUND_FLOOR,695000.0,3.0,200.0,0,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20370730,1325.0,
9000,HOUSE,HOUSE,315000.0,4.0,150.0,1,0,2.0,1,60.0,1,15.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20370728,480.0,132.0
6672,HOUSE,HOUSE,495000.0,3.0,135.0,1,0,4.0,0,,1,50.0,0,BUY_REGULAR,,0,20370729,873.0,830.0
8800,HOUSE,HOUSE,349000.0,3.0,139.0,1,0,2.0,1,122.0,1,20.0,0,BUY_REGULAR,GOOD,0,20370726,,252.0
6791,HOUSE,HOUSE,430000.0,3.0,160.0,0,0,4.0,1,750.0,1,60.0,0,BUY_REGULAR,GOOD,0,20283727,934.0,872.0
6700,HOUSE,VILLA,560000.0,3.0,119.0,1,1,4.0,1,1564.0,1,,0,BUY_REGULAR,AS_NEW,0,20257841,1212.0,1690.0
5060,HOUSE,HOUSE,194000.0,3.0,161.0,1,0,3.0,1,264.0,1,56.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20310199,453.0,400.0
6810,HOUSE,HOUSE,249900.0,3.0,,1,0,2.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20355805,,348.0
5370,HOUSE,HOUSE,294900.0,3.0,,1,0,3.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20355892,,664.0
6740,HOUSE,EXCEPTIONAL_PROPERTY,640000.0,5.0,248.0,1,1,4.0,1,2635.0,1,46.0,0,BUY_REGULAR,AS_NEW,0,20257813,992.0,2760.0
5621,HOUSE,HOUSE,215000.0,4.0,175.0,0,0,2.0,0,,1,30.0,0,BUY_REGULAR,AS_NEW,0,20329473,518.0,261.0
7030,HOUSE,VILLA,450000.0,5.0,329.0,1,0,4.0,1,1575.0,1,55.0,0,BUY_REGULAR,AS_NEW,0,20282913,1521.0,1975.0
7500,HOUSE,HOUSE,170000.0,3.0,175.0,1,0,2.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20339710,718.0,230.0
5000,HOUSE,HOUSE,465000.0,6.0,270.0,1,0,2.0,1,280.0,1,13.0,0,BUY_REGULAR,JUST_RENOVATED,0,20321737,1400.0,394.0
7322,HOUSE,EXCEPTIONAL_PROPERTY,1500000.0,4.0,465.0,0,0,4.0,1,5267.0,1,28.0,0,BUY_REGULAR,AS_NEW,1,20348406,,5731.0
7911,APARTMENT,APARTMENT,150000.0,1.0,60.0,1,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20363665,,
7141,HOUSE,VILLA,230000.0,1.0,190.0,1,0,4.0,1,800.0,1,20.0,1,BUY_REGULAR,AS_NEW,0,20310767,795.0,1036.0
